order_id,customer_id,product_id,quantity,order_date
665,110,10,5,2025-08-06 23:04:58
666,410,1,4,2025-06-02 07:09:16
667,451,30,2,2024-02-01 05:41:19
668,37,1,2,2024-08-26 13:54:03
669,673,28,4,2023-10-24 16:24:31
670,944,46,2,2025-07-11 05:32:57
671,207,30,5,2024-11-13 06:15:31
672,730,16,5,2024-01-22 19:51:44
673,476,19,3,2025-03-30 09:25:59
674,215,22,3,2024-07-23 18:30:43
675,545,14,3,2024-07-21 21:25:49
676,584,33,5,2024-05-08 11:06:39
677,667,44,1,2025-06-28 11:52:27
678,425,44,3,2023-11-19 18:55:58
679,438,13,3,2024-05-15 07:05:58
680,255,17,4,2024-11-11 10:31:37
681,220,19,1,2024-01-23 18:12:19
682,651,8,4,2025-03-07 21:15:09
683,242,42,4,2025-05-22 02:30:43
684,59,22,4,2023-10-02 05:10:24
685,104,26,3,2025-04-24 21:17:19
686,858,23,3,2025-03-10 21:24:25
687,120,13,4,2024-12-11 11:26:41
688,304,38,5,2024-08-27 08:50:04
689,812,37,3,2024-10-01 16:38:55
690,361,14,2,2025-08-11 07:14:55
691,589,31,3,2023-12-20 03:59:42
692,254,47,3,2024-06-30 18:18:17
693,156,44,5,2023-10-11 23:26:36
694,599,3,1,2023-12-21 02:18:40
695,329,20,1,2024-04-12 06:24:23
696,872,14,1,2024-06-15 15:32:44
697,809,36,2,2025-07-31 08:06:33
698,973,24,4,2024-02-11 10:35:17
699,874,48,2,2023-09-24 02:56:13
700,39,31,2,2024-10-18 13:12:48
701,705,36,3,2024-03-27 21:41:33
702,535,29,1,2024-11-28 14:43:25
703,578,48,4,2024-03-09 05:49:42
704,311,34,4,2025-06-02 04:24:50
705,729,12,2,2024-06-12 01:59:47
706,222,23,3,2025-06-13 19:52:42
707,600,38,4,2024-06-08 18:23:04
708,846,12,2,2025-04-09 10:00:04
709,14,25,2,2024-12-22 06:29:40
710,88,38,4,2024-04-22 11:30:13
711,716,17,4,2025-08-08 13:23:58
712,956,38,3,2025-02-10 04:12:34
713,931,28,4,2024-06-21 19:59:15
714,34,31,2,2025-03-04 07:26:56
715,728,42,4,2025-07-28 21:33:22
716,212,13,5,2025-05-29 07:08:18
717,935,36,3,2023-09-13 05:23:59
718,192,28,2,2024-08-06 01:39:50
719,376,46,3,2024-06-13 01:25:24
720,884,9,2,2025-06-08 02:29:11
721,838,12,4,2023-12-13 13:37:42
722,506,34,1,2023-11-23 12:43:36
723,49,10,2,2024-07-28 23:47:59
724,315,4,2,2024-08-22 13:30:03
725,597,31,4,2023-08-20 10:51:48
726,791,30,4,2024-03-16 03:32:35
727,869,35,4,2024-06-02 14:35:16
728,668,34,3,2023-09-11 09:45:23
729,193,43,4,2023-12-29 16:56:17
730,319,7,2,2025-07-06 14:27:55
731,818,28,4,2023-08-26 10:06:25
732,956,8,2,2024-02-22 13:24:15
733,638,44,3,2024-10-16 05:18:14
734,636,4,1,2024-02-26 01:29:19
735,588,49,5,2023-10-05 07:15:26
736,701,2,5,2023-11-02 06:24:20
737,750,8,2,2025-01-27 22:47:00
738,859,25,2,2025-03-24 15:27:38
739,86,12,3,2025-08-02 05:27:06
740,558,16,5,2023-12-12 16:07:41
741,770,38,5,2025-05-11 01:11:36
742,307,16,1,2024-03-18 09:10:03
743,990,37,5,2024-11-16 02:17:22
744,276,23,5,2024-03-29 04:21:36
745,346,5,5,2023-09-13 06:08:57
746,988,3,5,2024-08-04 00:42:40
747,661,24,2,2025-02-11 03:52:36
748,146,20,5,2025-05-07 21:12:45
749,942,10,3,2023-10-26 22:49:18
750,136,45,5,2024-11-05 21:59:31
751,612,34,2,2024-02-17 16:56:55
752,463,18,4,2024-03-27 16:32:39
753,411,47,5,2024-12-16 13:14:48
754,131,46,4,2025-04-24 23:50:25
755,291,17,2,2024-07-21 11:36:26
756,608,40,1,2025-06-23 16:14:16
757,174,17,4,2024-07-24 22:09:53
758,684,33,2,2024-04-15 19:42:31
759,680,33,1,2023-09-17 00:07:48
760,117,12,2,2025-03-21 18:17:50
761,186,18,4,2025-07-03 12:45:19
762,619,13,1,2024-12-12 02:27:29
763,784,2,2,2024-08-21 12:09:31
764,227,7,5,2025-03-23 05:21:42
765,328,32,5,2025-05-04 23:09:38
766,954,5,4,2024-03-25 22:23:46
767,307,40,3,2024-03-28 13:07:35
768,628,49,1,2023-10-28 09:16:04
769,816,42,1,2025-07-26 19:00:57
770,871,8,5,2024-09-18 01:54:50
771,323,5,3,2024-01-22 19:39:48
772,724,10,5,2024-12-14 01:55:38
773,210,43,5,2025-01-17 11:25:56
774,174,5,5,2024-03-31 16:01:59
775,922,3,1,2024-10-26 09:34:21
776,243,40,1,2025-01-22 19:04:44
777,373,44,4,2024-05-30 11:19:36
778,193,5,3,2024-06-02 10:43:50
779,602,2,3,2024-06-09 12:09:38
780,808,6,2,2024-12-18 06:07:57
781,725,1,1,2025-08-02 07:43:26
782,101,5,5,2024-07-31 03:12:19
783,576,38,5,2024-02-08 04:35:03
784,627,31,2,2024-09-03 00:46:33
785,844,44,4,2024-03-30 10:11:55
786,120,20,3,2025-06-25 12:36:03
787,798,9,2,2024-07-09 14:43:26
788,354,39,2,2025-07-25 23:31:41
789,810,32,2,2024-02-13 14:40:25
790,362,42,4,2025-05-02 01:52:06
791,701,48,1,2024-02-26 04:26:15
792,279,41,3,2024-06-07 15:25:28
793,464,49,2,2024-02-23 00:34:21
794,738,40,3,2024-07-09 02:48:22
795,686,1,3,2025-06-14 09:57:15
796,286,3,2,2023-09-11 13:12:54
797,130,7,4,2023-09-28 15:01:11
798,734,32,4,2025-02-16 20:43:21
799,837,40,3,2025-06-16 13:43:41
800,427,28,3,2025-04-24 16:19:41
801,412,44,2,2023-10-15 19:02:42
802,509,4,1,2024-08-06 02:52:28
803,974,3,1,2025-05-10 19:06:01
804,435,48,5,2025-05-08 09:40:03
805,364,40,3,2025-01-16 00:41:41
806,665,29,4,2025-03-23 16:58:14
807,422,5,4,2024-08-08 13:45:42
808,829,12,5,2023-11-18 08:54:42
809,915,42,3,2023-09-10 14:20:42
810,266,49,5,2023-09-06 00:13:34
811,810,11,1,2023-10-31 08:40:22
812,325,44,3,2025-04-09 17:05:00
813,101,8,3,2024-09-27 02:36:36
814,263,50,1,2024-04-26 08:04:26
815,135,43,3,2024-05-28 03:22:04
816,900,42,2,2025-03-12 00:02:53
817,299,44,3,2024-10-22 08:13:54
818,246,10,5,2024-09-01 15:45:32
819,176,46,3,2025-04-30 18:32:47
820,456,9,1,2024-12-01 10:00:56
821,225,10,2,2024-01-31 11:04:56
822,241,3,5,2023-10-24 16:07:13
823,617,44,3,2024-02-03 09:05:50
824,294,6,4,2024-01-30 14:02:36
825,427,18,3,2025-04-15 06:50:30
826,380,1,5,2024-03-11 05:22:27
827,479,40,5,2024-03-30 08:53:02
828,852,12,3,2024-01-01 03:59:02
829,536,28,1,2024-05-09 09:47:54
830,983,21,5,2023-12-30 03:50:57
831,23,30,2,2023-10-13 18:22:24
832,96,44,4,2023-09-20 09:14:29
833,540,33,5,2025-05-25 22:48:32
834,788,46,1,2024-12-03 05:16:45
835,969,33,2,2024-04-12 17:00:06
836,715,49,5,2024-06-05 21:10:42
837,776,49,2,2025-01-25 22:32:30
838,944,50,5,2024-12-01 13:17:36
839,735,29,4,2025-01-28 07:21:10
840,414,27,2,2024-03-06 22:18:56
841,462,24,1,2024-01-15 18:24:43
842,644,43,3,2023-09-17 04:06:39
843,106,48,2,2024-12-31 09:44:05
844,777,35,4,2024-02-14 09:13:24
845,692,7,5,2023-11-01 05:35:43
846,369,33,5,2024-04-29 15:11:56
847,159,3,2,2024-10-06 14:12:14
848,244,11,4,2024-06-25 16:03:14
849,483,18,5,2024-10-06 15:45:34
850,412,13,5,2024-03-31 20:22:22
851,494,38,5,2025-04-12 01:29:35
852,193,41,1,2024-02-04 08:04:48
853,522,13,4,2024-03-08 09:56:22
854,44,30,3,2025-08-09 05:28:54
855,412,3,1,2024-07-29 19:21:16
856,23,17,5,2024-03-10 15:05:43
857,557,45,1,2025-08-11 17:13:54
858,243,35,4,2023-09-04 08:37:11
859,380,43,5,2024-06-16 06:50:11
860,269,21,3,2023-08-23 16:27:38
861,27,43,1,2024-01-02 16:21:55
862,288,32,4,2025-07-13 05:28:21
863,932,13,2,2024-04-20 04:44:56
864,423,22,1,2023-09-09 19:41:51
865,448,34,5,2025-04-03 03:43:15
866,517,15,3,2024-08-28 18:17:42
867,813,27,4,2023-09-11 02:44:36
868,330,21,5,2025-03-09 11:00:28
869,794,38,5,2023-09-01 15:31:04
870,285,38,3,2024-10-01 08:40:18
871,353,32,3,2023-09-14 00:19:22
872,55,30,4,2024-10-08 05:23:45
873,387,46,3,2024-05-22 07:43:30
874,594,9,4,2024-05-14 13:13:24
875,642,40,1,2024-01-16 13:11:01
876,297,45,3,2024-03-14 14:44:02
877,74,19,1,2024-10-07 03:55:57
878,654,15,3,2024-12-16 12:57:14
879,954,2,4,2023-11-25 13:14:20
880,919,11,5,2024-12-23 07:20:07
881,237,18,5,2024-04-15 03:40:06
882,14,19,4,2025-08-07 19:22:52
883,876,5,1,2024-08-15 11:48:51
884,886,4,1,2024-12-29 04:11:34
885,642,47,5,2024-04-02 21:32:16
886,188,36,4,2024-07-21 03:11:56
887,780,44,4,2024-06-21 18:55:24
888,171,2,5,2024-07-30 04:34:59
889,544,28,4,2024-08-01 11:22:36
890,494,44,1,2024-08-24 22:09:05
891,311,47,3,2023-11-11 06:05:38
892,743,7,3,2024-01-09 20:36:41
893,442,5,5,2025-03-27 22:53:55
894,386,20,3,2025-02-18 04:10:32
895,936,25,2,2024-10-25 09:44:05
896,582,3,3,2023-11-06 14:20:12
897,458,28,4,2023-08-20 02:19:19
898,99,44,2,2025-01-30 05:19:09
899,61,2,2,2024-04-20 14:37:08
900,196,42,5,2024-05-25 16:52:37
901,169,36,2,2025-05-28 15:02:57
902,627,8,5,2024-08-15 09:51:26
903,71,47,3,2025-02-18 14:09:40
904,303,16,1,2024-05-08 06:27:29
905,31,7,3,2025-04-10 23:45:28
906,612,42,3,2024-05-27 12:59:28
907,929,32,5,2024-03-16 04:00:36
908,783,41,4,2023-09-09 04:52:01
909,39,3,4,2024-11-11 21:24:21
910,1,11,1,2025-06-13 19:35:55
911,65,5,4,2024-01-20 12:00:05
912,937,1,5,2024-01-20 02:21:54
913,176,43,2,2023-10-30 09:41:42
914,358,9,2,2024-02-13 01:49:27
915,171,16,3,2023-08-21 16:36:34
916,529,44,5,2025-01-14 23:36:18
917,62,34,1,2023-11-18 07:30:12
918,546,30,4,2025-07-22 17:24:08
919,546,29,3,2024-08-14 15:28:41
920,854,44,5,2024-09-12 10:34:36
921,223,41,4,2024-01-03 04:45:35
922,27,21,5,2024-04-25 10:31:50
923,738,28,5,2025-01-13 10:15:50
924,213,23,3,2025-05-21 00:11:36
925,721,50,4,2023-10-30 12:54:40
926,59,45,3,2025-06-01 09:52:54
927,973,16,5,2025-06-18 01:17:30
928,994,21,1,2025-07-15 08:38:54
929,271,32,1,2024-06-21 03:55:08
930,104,2,1,2023-09-29 03:20:05
931,948,39,4,2024-06-22 01:11:45
932,965,47,3,2023-11-25 09:22:15
933,464,35,3,2024-12-14 08:04:43
934,399,5,3,2023-09-03 02:56:34
935,624,46,2,2025-05-12 12:57:10
936,954,44,4,2025-04-17 17:06:45
937,669,21,1,2025-06-23 19:19:49
938,370,21,2,2024-01-24 23:07:29
939,357,13,4,2025-08-06 12:43:20
940,920,13,1,2023-10-26 09:41:36
941,564,39,1,2024-12-23 17:20:45
942,163,1,4,2024-05-17 06:56:24
943,26,43,2,2025-06-30 07:34:00
944,902,41,1,2025-05-11 23:26:57
945,403,39,2,2023-10-12 05:27:06
946,253,43,4,2024-02-12 11:40:06
947,189,48,1,2023-11-21 18:30:56
948,921,23,2,2024-11-05 20:53:14
949,127,20,5,2025-01-19 21:49:41
950,559,44,3,2023-10-15 06:28:46
951,1,22,4,2024-09-05 06:42:30
952,276,28,3,2025-01-31 20:12:38
953,98,20,2,2025-07-15 16:49:35
954,724,2,2,2023-12-01 04:09:37
955,215,15,5,2024-11-11 06:24:53
956,431,25,2,2024-02-04 11:00:41
957,316,7,4,2025-05-07 20:25:24
958,427,8,1,2025-03-24 05:54:36
959,743,42,2,2024-06-20 21:26:58
960,660,17,4,2025-01-29 20:22:38
961,494,30,5,2025-04-20 13:41:14
962,772,9,4,2024-07-25 02:03:51
963,756,45,1,2025-05-28 07:27:01
964,726,36,2,2024-08-02 05:33:36
965,232,49,2,2024-05-03 23:06:36
966,200,46,2,2023-09-06 18:20:08
967,593,36,2,2025-01-09 22:29:32
968,767,7,2,2024-03-03 14:46:22
969,21,45,5,2024-09-11 12:24:40
970,343,21,2,2023-10-31 09:51:03
971,402,9,4,2025-06-27 18:14:26
972,590,28,2,2023-08-25 14:32:14
973,196,37,4,2025-05-19 15:37:32
974,148,15,1,2023-10-09 05:49:35
975,714,27,4,2024-05-04 01:00:57
976,241,2,3,2024-01-05 17:44:42
977,358,37,1,2024-03-05 19:28:21
978,744,47,3,2024-01-16 04:30:08
979,510,31,4,2024-02-10 11:25:39
980,759,14,4,2024-04-22 18:02:55
981,849,25,3,2024-04-22 12:29:56
982,305,50,3,2023-09-09 09:26:03
983,816,35,5,2024-12-02 07:32:09
984,629,38,4,2024-04-14 02:47:01
985,883,5,3,2024-09-30 07:08:54
986,520,47,4,2024-05-14 18:13:52
987,913,18,1,2023-09-26 07:12:17
988,879,41,1,2025-08-04 22:57:49
989,920,43,5,2023-10-02 14:36:04
990,812,9,2,2024-07-14 02:23:04
991,447,21,4,2024-01-24 11:21:22
992,557,29,3,2024-10-25 07:51:40
993,508,17,5,2024-05-07 22:34:22
994,281,31,2,2024-07-16 11:04:14
995,876,5,3,2024-09-21 05:47:50
996,655,23,2,2024-04-13 11:43:38
997,835,32,4,2024-08-29 04:37:01
998,678,8,3,2025-03-14 05:49:48
999,811,1,4,2024-08-07 14:44:37
1000,251,5,3,2024-09-26 04:12:28
1001,160,37,5,2024-05-23 14:49:04
1002,336,43,2,2025-03-28 13:22:18
1003,856,4,2,2024-10-23 04:50:57
1004,545,20,1,2023-12-07 16:11:38
1005,621,23,3,2024-02-18 11:33:50
1006,31,42,2,2024-11-08 16:33:00
1007,588,49,4,2023-11-06 09:30:46
1008,530,27,4,2025-02-08 12:16:24
1009,615,30,5,2024-03-06 23:05:23
1010,628,37,3,2023-09-10 07:59:03
1011,738,36,3,2025-05-03 12:27:30
1012,137,40,1,2025-06-11 11:52:13
1013,146,43,4,2025-07-05 02:01:35
1014,90,8,3,2025-04-05 15:12:34
1015,400,15,4,2023-09-23 04:08:58
1016,865,50,3,2025-01-01 23:33:47
1017,590,13,1,2024-01-24 19:04:47
1018,321,21,4,2025-02-25 01:35:07
1019,602,34,3,2024-09-24 02:32:02
1020,525,17,1,2025-01-13 00:42:22
1021,73,1,3,2024-04-29 15:00:23
1022,986,7,5,2023-11-20 20:54:10
1023,223,1,3,2024-06-23 22:27:02
1024,521,9,2,2024-02-13 10:31:03
1025,666,14,3,2024-05-22 07:08:38
1026,407,49,3,2024-06-19 12:26:03
1027,422,39,5,2024-05-12 01:44:53
1028,648,45,2,2025-02-28 22:53:05
1029,584,26,1,2023-12-13 18:38:47
1030,792,11,2,2024-03-26 14:04:36
1031,615,11,4,2025-05-10 21:21:30
1032,682,6,3,2024-09-08 18:02:22
1033,896,29,1,2024-10-01 01:38:34
1034,493,23,4,2024-05-18 20:01:35
1035,334,8,2,2024-08-19 04:03:18
1036,261,40,1,2025-03-02 08:16:54
1037,953,33,4,2024-12-26 10:07:25
1038,629,2,5,2024-12-02 22:41:35
1039,987,41,5,2023-11-17 03:27:48
1040,925,38,1,2023-11-24 14:47:42
1041,631,14,4,2024-09-02 03:54:02
1042,631,35,4,2025-06-14 09:41:59
1043,268,6,3,2025-07-15 21:01:19
1044,58,9,5,2024-12-31 06:17:53
1045,144,16,5,2024-10-11 12:44:29
1046,20,12,5,2025-04-27 16:23:10
1047,350,27,5,2025-01-18 23:15:56
1048,181,3,3,2024-10-08 10:17:27
1049,197,41,1,2024-11-25 22:35:11
1050,967,20,3,2025-01-06 21:21:04
1051,703,50,2,2023-09-29 15:39:23
1052,234,2,4,2025-01-18 10:33:56
1053,630,22,1,2024-08-20 03:28:57
1054,535,48,5,2025-03-03 16:35:10
1055,51,41,5,2024-02-16 09:06:53
1056,123,24,2,2025-08-08 05:29:01
1057,970,2,3,2024-04-28 04:09:46
1058,468,44,3,2025-02-22 21:36:21
1059,445,5,3,2025-06-02 13:29:49
1060,269,10,2,2025-08-08 08:40:38
1061,978,19,3,2023-11-24 15:58:06
1062,623,12,4,2023-11-04 15:34:13
1063,790,38,2,2025-08-12 16:55:09
1064,121,8,5,2024-03-30 19:11:13
1065,778,1,1,2024-05-17 05:51:55
1066,367,1,2,2024-10-21 08:32:39
1067,901,43,5,2023-10-02 12:51:08
1068,160,18,2,2024-07-06 01:49:41
1069,814,44,5,2024-12-18 14:03:38
1070,769,6,3,2024-03-31 04:29:41
1071,373,47,2,2024-03-09 08:40:19
1072,903,41,3,2025-03-03 21:09:26
1073,688,33,5,2025-03-13 19:55:20
1074,40,4,4,2025-08-07 05:26:04
1075,566,20,4,2023-10-28 05:53:45
1076,916,23,1,2025-05-08 17:04:41
1077,878,3,5,2025-05-19 21:37:57
1078,35,12,5,2023-11-02 09:42:52
1079,322,11,2,2024-12-24 03:55:36
1080,669,27,2,2024-07-20 22:32:08
1081,24,15,4,2025-03-04 03:04:33
1082,621,21,2,2024-09-08 22:51:09
1083,898,25,4,2025-03-08 09:03:07
1084,613,42,4,2024-09-02 17:45:45
1085,343,3,1,2025-01-09 17:49:12
1086,66,21,4,2024-01-20 12:16:43
1087,600,48,3,2024-11-11 09:58:04
1088,51,44,1,2025-02-14 18:58:27
1089,537,39,3,2024-05-30 23:29:27
1090,753,4,4,2025-02-08 20:05:46
1091,845,41,3,2023-10-04 12:01:09
1092,383,8,1,2024-02-20 04:52:53
1093,348,45,5,2024-05-13 19:25:07
1094,583,39,4,2024-06-14 15:28:57
1095,228,11,5,2023-10-06 15:19:34
1096,203,30,2,2023-12-21 07:56:41
1097,393,31,3,2024-12-07 11:01:33
1098,81,49,1,2024-05-06 23:01:35
1099,722,46,5,2024-03-28 06:14:59
1100,588,48,2,2024-09-14 15:49:40
1101,338,7,3,2024-08-02 02:22:55
1102,526,3,2,2023-10-17 22:19:40
1103,434,32,3,2024-01-31 04:14:00
1104,896,8,3,2024-09-02 00:34:22
1105,864,3,3,2023-11-27 20:05:33
1106,161,35,5,2025-01-22 02:58:58
1107,357,30,4,2024-06-11 14:59:44
1108,121,41,1,2025-03-31 08:26:34
1109,802,23,5,2024-09-22 11:54:04
1110,496,4,5,2024-09-06 13:09:45
1111,194,16,1,2025-03-30 01:42:42
1112,787,40,5,2025-01-15 09:22:52
1113,535,26,5,2023-11-07 00:00:36
1114,232,14,4,2024-11-23 21:23:18
1115,254,21,3,2024-03-02 18:12:36
1116,471,37,1,2025-06-25 08:27:09
1117,707,23,1,2025-04-02 22:22:27
1118,707,17,5,2024-10-17 20:24:33
1119,677,11,5,2024-05-27 19:03:59
1120,123,45,4,2023-11-16 18:07:05
1121,221,4,3,2024-06-19 03:30:44
1122,140,49,5,2024-04-16 03:59:49
1123,247,29,1,2024-08-17 16:15:13
1124,906,16,1,2025-03-01 06:12:43
1125,426,49,3,2025-04-17 18:42:06
1126,828,35,4,2025-06-03 08:33:00
1127,812,45,2,2024-06-20 23:05:27
1128,531,50,1,2024-06-10 03:01:37
1129,94,25,1,2025-04-07 05:15:59
1130,989,22,2,2023-12-14 01:09:34
1131,718,30,5,2024-04-25 23:45:15
1132,949,41,1,2024-06-12 21:29:25
1133,367,11,4,2025-07-04 21:43:55
1134,543,42,4,2025-01-09 08:15:53
1135,847,24,4,2024-08-10 03:37:46
1136,362,16,1,2025-06-27 22:57:58
1137,283,29,2,2025-02-10 12:18:46
1138,770,26,3,2025-03-24 11:55:45
1139,804,24,2,2025-06-30 21:49:18
1140,726,20,1,2025-06-02 02:21:14
1141,354,30,2,2024-04-20 18:58:59
1142,96,39,4,2023-11-25 18:27:44
1143,555,41,2,2023-08-21 16:48:07
1144,237,17,3,2024-04-15 06:55:10
1145,88,40,5,2024-11-18 06:29:46
1146,398,34,2,2024-02-18 08:52:04
1147,874,9,5,2025-07-10 13:04:44
1148,865,33,4,2025-02-01 00:45:56
1149,756,26,4,2025-02-26 23:08:04
1150,871,21,5,2025-01-06 08:35:26
1151,670,48,1,2025-02-04 15:22:09
1152,965,12,1,2024-07-15 09:50:03
1153,991,4,3,2024-09-15 15:17:10
1154,29,28,2,2024-11-18 07:25:13
1155,139,41,4,2024-05-14 19:47:17
1156,398,10,3,2024-06-08 12:29:35
1157,711,26,4,2025-02-21 19:46:21
1158,790,43,1,2023-12-17 16:14:54
1159,816,49,4,2024-09-30 05:10:20
1160,234,5,4,2025-01-17 18:47:55
1161,133,1,4,2024-01-03 02:10:41
1162,814,21,3,2025-01-26 04:39:33
1163,501,26,5,2025-02-22 12:16:59
1164,230,33,1,2024-01-14 16:10:01
1165,93,23,5,2024-02-14 04:28:02
1166,901,12,1,2025-03-21 15:31:01
1167,612,11,2,2024-08-16 06:52:06
1168,286,8,3,2024-12-06 03:53:17
1169,16,42,2,2023-12-03 02:30:13
1170,14,37,4,2024-02-08 01:40:43
1171,461,32,5,2024-08-25 20:25:51
1172,684,44,3,2025-08-05 02:27:55
1173,825,28,3,2023-09-19 15:35:33
1174,150,43,3,2025-01-15 11:40:27
1175,354,40,4,2025-01-30 15:26:44
1176,717,40,5,2025-03-14 15:18:34
1177,437,33,1,2024-01-12 06:54:38
1178,680,11,1,2023-12-26 16:46:12
1179,799,4,3,2025-01-02 19:44:52
1180,848,48,2,2025-08-01 02:52:13
1181,694,45,3,2025-05-05 18:07:38
1182,426,7,5,2025-06-23 06:01:03
1183,524,27,5,2023-08-31 02:32:54
1184,724,6,2,2025-05-30 17:06:37
1185,430,8,3,2024-05-19 22:44:19
1186,473,22,2,2023-09-27 20:12:06
1187,299,4,4,2025-06-20 21:19:04
1188,568,24,3,2024-04-01 11:30:07
1189,110,9,3,2025-03-13 13:22:11
1190,266,36,2,2025-03-09 02:29:55
1191,590,50,2,2024-01-07 16:40:45
1192,805,23,4,2024-10-14 04:45:11
1193,94,23,3,2024-11-10 19:07:30
1194,197,46,1,2023-09-23 21:41:59
1195,657,14,2,2024-01-30 17:51:27
1196,381,34,3,2025-02-16 23:50:49
1197,685,16,5,2024-09-09 13:57:10
1198,159,16,3,2025-06-03 16:15:28
1199,616,24,4,2024-03-26 16:47:55
1200,754,44,3,2023-10-29 17:23:30
1201,417,21,2,2024-07-07 13:24:40
1202,579,2,2,2024-06-15 20:29:25
1203,214,8,5,2024-01-15 06:54:41
1204,909,25,1,2023-11-28 09:23:00
1205,591,43,3,2024-03-27 08:18:40
1206,551,14,5,2025-06-02 08:18:29
1207,386,39,5,2024-10-12 08:16:43
1208,548,9,4,2024-10-29 03:02:52
1209,638,10,2,2025-02-15 14:12:41
1210,994,19,3,2024-07-10 01:05:36
1211,865,50,3,2024-01-30 21:02:02
1212,577,19,3,2023-11-12 09:34:15
1213,682,20,2,2024-07-29 19:19:27
1214,535,33,5,2024-08-26 13:26:59
1215,857,40,1,2024-04-11 00:19:15
1216,846,27,4,2025-02-03 14:24:00
1217,3,30,5,2025-04-24 18:00:25
1218,249,36,3,2025-05-08 09:55:50
1219,625,25,2,2023-09-04 13:02:06
1220,561,31,5,2024-01-26 16:49:30
1221,994,39,1,2023-08-23 22:14:17
1222,165,12,4,2025-07-01 19:02:06
1223,499,19,2,2024-06-24 16:57:27
1224,707,24,3,2025-07-19 19:11:27
1225,428,30,4,2025-02-15 12:44:51
1226,212,11,4,2024-03-18 14:12:53
1227,697,49,5,2025-05-16 08:01:51
1228,755,36,2,2024-04-28 23:27:39
1229,235,43,5,2024-02-29 08:18:16
1230,535,9,3,2024-10-22 13:13:54
1231,712,5,5,2023-12-19 11:45:04
1232,572,33,1,2024-04-29 00:23:49
1233,646,35,3,2025-07-09 05:55:49
1234,417,28,5,2024-06-14 17:01:04
1235,824,41,4,2025-08-09 01:05:59
1236,962,14,5,2025-03-05 02:26:25
1237,287,21,5,2024-06-03 04:37:27
1238,217,7,5,2024-05-08 07:10:33
1239,15,28,4,2025-03-21 15:09:12
1240,278,19,2,2024-11-16 01:31:36
1241,687,42,2,2024-02-04 13:34:31
1242,855,41,4,2023-09-07 05:07:30
1243,926,49,2,2024-10-23 09:29:45
1244,222,12,1,2025-02-08 00:05:42
1245,568,33,2,2024-08-10 16:08:42
1246,985,42,2,2025-06-08 04:04:06
1247,579,29,4,2024-08-08 04:31:00
1248,857,50,3,2025-07-05 03:48:16
1249,131,38,4,2023-12-10 16:06:06
1250,713,50,2,2025-05-03 12:37:55
1251,173,27,3,2025-07-12 08:47:10
1252,979,27,3,2024-08-30 02:53:51
1253,8,33,4,2024-04-18 19:40:20
1254,335,12,1,2024-10-16 16:44:08
1255,18,8,4,2025-08-10 13:40:52
1256,107,20,3,2024-01-08 10:58:51
1257,350,50,4,2023-11-11 00:53:12
1258,895,29,3,2024-12-27 12:20:28
1259,69,14,1,2024-11-16 22:04:33
1260,782,9,3,2024-05-11 08:29:31
1261,34,15,4,2025-06-29 16:23:24
1262,658,14,4,2023-09-14 14:48:39
1263,888,14,5,2024-07-31 02:29:55
1264,206,25,5,2023-10-28 16:26:27
1265,741,46,3,2025-03-05 06:38:35
1266,705,48,5,2024-04-01 02:52:01
1267,681,43,4,2025-01-07 10:45:35
1268,490,41,3,2023-12-11 21:13:39
1269,974,35,3,2023-12-07 08:37:54
1270,465,38,3,2024-09-05 09:32:42
1271,764,11,1,2024-09-08 20:51:45
1272,351,5,3,2024-05-21 12:34:00
1273,149,41,1,2024-11-08 20:45:56
1274,763,13,4,2025-07-15 03:04:31
1275,60,38,1,2024-10-11 05:46:10
1276,939,23,3,2024-04-07 08:21:10
1277,139,28,1,2025-02-28 16:01:32
1278,459,48,2,2023-09-20 17:10:19
1279,251,48,5,2023-08-22 22:24:47
1280,705,5,1,2025-06-10 21:58:27
1281,942,35,3,2024-12-30 14:22:55
1282,731,45,5,2023-08-28 00:37:20
1283,333,29,4,2023-08-23 04:35:59
1284,363,28,1,2024-11-04 01:34:22
1285,57,10,2,2025-03-24 03:54:20
1286,735,18,3,2024-07-31 13:10:12
1287,594,30,1,2024-10-25 09:23:20
1288,361,43,3,2025-05-01 22:40:38
1289,813,8,2,2023-12-30 03:01:17
1290,88,17,4,2024-03-11 10:04:24
1291,448,39,4,2024-09-11 07:31:12
1292,486,19,1,2025-06-13 06:47:24
1293,342,40,4,2024-04-26 17:08:23
1294,269,47,1,2025-04-12 20:03:25
1295,319,14,3,2023-10-10 05:25:04
1296,81,32,2,2024-05-12 17:40:07
1297,270,41,5,2023-10-13 07:56:24
1298,513,40,2,2024-05-13 14:48:46
1299,914,32,1,2025-08-09 19:01:15
1300,353,22,2,2023-10-16 10:51:07
1301,843,48,3,2024-04-27 20:45:27
1302,389,21,2,2024-05-02 20:51:02
1303,12,1,3,2024-07-09 09:42:30
1304,86,9,4,2024-06-03 19:42:41
1305,671,8,1,2025-01-07 13:29:05
1306,368,14,5,2025-02-25 09:58:23
1307,335,38,1,2024-12-01 18:55:46
1308,574,17,2,2024-10-08 13:02:10
1309,370,10,1,2023-10-20 07:21:57
1310,837,3,4,2023-12-08 17:19:25
1311,299,12,3,2023-08-28 18:39:19
1312,99,1,2,2023-11-05 07:50:28
1313,471,27,4,2025-07-15 10:37:53
1314,430,2,1,2024-01-20 16:38:36
